data.id	seg.size	status	RMS
c0_xy	324	1	-1
c0_xy	315	0	0.231423
c0_xy	282	1	-1
c0_xy	197	0	0.214207
c0_xy	317	1	-1
c0_xy	164	1	-1
c0_xy	262	1	-1
c0_xy	263	1	-1
c0_xy	303	0	0.183101
c0_xy	277	1	-1
c0_xy	288	1	-1
c0_xy	283	0	0.213482
c0_xy	210	1	-1
c0_xy	298	0	0.230876
c0_xy	206	0	0.195263
c0_xy	190	0	0.142321
c0_xy	108	1	-1
c0_xy	169	1	-1
c0_xy	237	0	0.205339
c0_xy	273	1	-1
c0_xy	230	1	-1
c0_xy	223	0	0.177628
c0_xy	247	1	-1
c0_xy	109	1	-1
c0_xy	326	0	0.186342
c0_xy	237	1	-1
c0_xy	250	1	-1
c0_xy	316	1	-1
c0_xy	202	1	-1
c0_xy	299	1	-1
c0_xy	236	0	0.235785
c0_xy	238	1	-1
c0_xy	208	0	0.207467
c0_xy	134	0	0.202439
c0_xy	224	1	-1
c0_xy	264	1	-1
c0_xy	249	1	-1
